chrom	start	end	gene	strand	left_gene	left_gene_relationship	left_gene_dist	right_gene	right_gene_relationship	right_gene_dist
chr11	447431	447674	YKR004C-A	-	YKR004C	overlapping	-243	YKR005C	sequential	484
chr11	448158	449502	YKR005C	-	YKR004C-A	sequential	484	YKR006C	sequential	558
chr11	450060	450855	YKR006C	-	YKR005C	sequential	558	YKR007W	diverging	216
chr11	451071	451626	YKR007W	+	YKR006C	diverging	216	YKR008W	sequential	212
chr11	451838	453716	YKR008W	+	YKR007W	sequential	212	YKR009C	converging	273
chr11	453989	456692	YKR009C	-	YKR008W	converging	273	YKR010C	sequential	1869
chr11	458561	460877	YKR010C	-	YKR009C	sequential	1869	YKR011C	sequential	395
chr11	461272	462334	YKR011C	-	YKR010C	sequential	395	YKR013W	diverging	1262
chr11	463596	464586	YKR013W	+	YKR011C	diverging	1262	YKR014C	converging	418
chr11	465004	465709	YKR014C	-	YKR013W	converging	418	YKR015C	sequential	889
chr11	466598	468305	YKR015C	-	YKR014C	sequential	889	YKR016W	diverging	1049
chr11	469354	470977	YKR016W	+	YKR015C	diverging	1049	YKR017C	converging	354
chr11	471331	472987	YKR017C	-	YKR016W	converging	354	YKR018C	sequential	373
chr11	473360	475538	YKR018C	-	YKR017C	sequential	373	YKR019C	sequential	315
chr11	475853	477701	YKR019C	-	YKR018C	sequential	315	YKR020W	diverging	274
chr11	477975	478470	YKR020W	+	YKR019C	diverging	274	YKR021W	sequential	401
chr11	478871	481619	YKR021W	+	YKR020W	sequential	401	YKR022C	converging	189
chr11	481808	482777	YKR022C	-	YKR021W	converging	189	YKR023W	diverging	279
chr11	483056	484649	YKR023W	+	YKR022C	diverging	279	YKR024C	converging	132
chr11	484781	487010	YKR024C	-	YKR023W	converging	132	YKR025W	diverging	397
chr11	487407	488256	YKR025W	+	YKR024C	diverging	397	YKR026C	converging	119
chr11	488375	489293	YKR026C	-	YKR025W	converging	119	YKR027W	diverging	1708
chr11	491001	493299	YKR027W	+	YKR026C	diverging	1708	YKR028W	sequential	595
chr11	493894	497191	YKR028W	+	YKR027W	sequential	595	YKR029C	converging	23
chr11	497214	499470	YKR029C	-	YKR028W	converging	23	YKR030W	diverging	448
chr11	499918	500740	YKR030W	+	YKR029C	diverging	448	YKR031C	converging	240
chr11	500980	506032	YKR031C	-	YKR030W	converging	240	YKR034W	diverging	502
chr11	506534	507344	YKR034W	+	YKR031C	diverging	502	YKR035W-A	sequential	231
chr11	507575	508190	YKR035W-A	+	YKR034W	sequential	231	YKR036C	converging	148
chr11	508338	510318	YKR036C	-	YKR035W-A	converging	148	YKR037C	sequential	228
chr11	510546	511434	YKR037C	-	YKR036C	sequential	228	YKR038C	sequential	201
chr11	511635	512796	YKR038C	-	YKR037C	sequential	201	YKR039W	diverging	1903
chr11	514699	516508	YKR039W	+	YKR038C	diverging	1903	YKR041W	sequential	1326
chr11	517834	518587	YKR041W	+	YKR039W	sequential	1326	YKR042W	sequential	321
chr11	518908	520261	YKR042W	+	YKR041W	sequential	321	YKR043C	converging	272
chr11	520533	521349	YKR043C	-	YKR042W	converging	272	YKR044W	diverging	302
chr11	521651	522983	YKR044W	+	YKR043C	diverging	302	YKR045C	converging	71
chr11	523054	523606	YKR045C	-	YKR044W	converging	71	YKR046C	sequential	253
chr11	523859	524711	YKR046C	-	YKR045C	sequential	253	YKR048C	sequential	312
chr11	525023	526277	YKR048C	-	YKR046C	sequential	312	YKR049C	sequential	189
chr11	526466	526868	YKR049C	-	YKR048C	sequential	189	YKR050W	diverging	583
chr11	527451	530121	YKR050W	+	YKR049C	diverging	583	YKR051W	sequential	461
chr11	530582	531839	YKR051W	+	YKR050W	sequential	461	YKR052C	converging	347
chr11	532186	533101	YKR052C	-	YKR051W	converging	347	YKR053C	sequential	602
chr11	533703	534918	YKR053C	-	YKR052C	sequential	602	YKR054C	sequential	365
chr11	535283	547562	YKR054C	-	YKR053C	sequential	365	YKR055W	diverging	290
chr11	547852	548728	YKR055W	+	YKR054C	diverging	290	YKR056W	sequential	356
chr11	549084	550938	YKR056W	+	YKR055W	sequential	356	YKR057W	sequential	354
chr11	551292	551878	YKR057W	+	YKR056W	sequential	354	YKR058W	sequential	935
chr11	552813	554256	YKR058W	+	YKR057W	sequential	935	YKR059W	sequential	366
chr11	554622	555810	YKR059W	+	YKR058W	sequential	366	YKR060W	sequential	343
chr11	556153	556978	YKR060W	+	YKR059W	sequential	343	YKR061W	sequential	334
chr11	557312	558590	YKR061W	+	YKR060W	sequential	334	YKR062W	sequential	711
chr11	559301	560288	YKR062W	+	YKR061W	sequential	711	YKR063C	converging	136
chr11	560424	561933	YKR063C	-	YKR062W	converging	136	YKR064W	diverging	249
chr11	562182	564774	YKR064W	+	YKR063C	diverging	249	YKR065C	converging	160
chr11	564934	565528	YKR065C	-	YKR064W	converging	160	YKR066C	sequential	220
chr11	565748	566834	YKR066C	-	YKR065C	sequential	220	YKR067W	diverging	719
chr11	567553	569785	YKR067W	+	YKR066C	diverging	719	YKR068C	converging	178
chr11	569963	570545	YKR068C	-	YKR067W	converging	178	YKR069W	diverging	702
chr11	571247	573029	YKR069W	+	YKR068C	diverging	702	YKR070W	sequential	180
chr11	573209	574268	YKR070W	+	YKR069W	sequential	180	YKR071C	converging	301
chr11	574569	575616	YKR071C	-	YKR070W	converging	301	YKR072C	sequential	454
chr11	576070	577759	YKR072C	-	YKR071C	sequential	454	YKR074W	diverging	1085
chr11	578844	579312	YKR074W	+	YKR072C	diverging	1085	YKR075C	converging	150
chr11	579462	580386	YKR075C	-	YKR074W	converging	150	YKR076W	diverging	1532
chr11	581918	583031	YKR076W	+	YKR075C	diverging	1532	YKR077W	sequential	257
chr11	583288	584380	YKR077W	+	YKR076W	sequential	257	YKR078W	sequential	207
chr11	584587	586345	YKR078W	+	YKR077W	sequential	207	YKR079C	converging	79
chr11	586424	588941	YKR079C	-	YKR078W	converging	79	YKR080W	diverging	1089
chr11	590030	590993	YKR080W	+	YKR079C	diverging	1089	YKR081C	converging	148
chr11	591141	592176	YKR081C	-	YKR080W	converging	148	YKR082W	diverging	284
chr11	592460	595934	YKR082W	+	YKR081C	diverging	284	YKR083C	converging	122
chr11	596056	596458	YKR083C	-	YKR082W	converging	122	YKR084C	sequential	232
chr11	596690	598526	YKR084C	-	YKR083C	sequential	232	YKR085C	sequential	203
chr11	598729	599317	YKR085C	-	YKR084C	sequential	203	YKR086W	diverging	175
chr11	599492	602708	YKR086W	+	YKR085C	diverging	175	YKR087C	converging	122
chr11	602830	603775	YKR087C	-	YKR086W	converging	122	YKR088C	sequential	264
chr11	604039	605053	YKR088C	-	YKR087C	sequential	264	YKR089C	sequential	214
chr11	605267	608000	YKR089C	-	YKR088C	sequential	214	YKR090W	diverging	580
chr11	608580	610701	YKR090W	+	YKR089C	diverging	580	YKR091W	sequential	739
chr11	611440	611899	YKR091W	+	YKR090W	sequential	739	YKR092C	converging	399
chr11	612298	613519	YKR092C	-	YKR091W	converging	399	YKR093W	diverging	1844
chr11	615363	617169	YKR093W	+	YKR092C	diverging	1844	YKR094C	converging	460
chr11	617629	618384	YKR094C	-	YKR093W	converging	460	YKR095W	diverging	1054
chr11	619438	625066	YKR095W	+	YKR094C	diverging	1054	YKR095W-A	sequential	221
chr11	625287	625839	YKR095W-A	+	YKR095W	sequential	221	YKR096W	sequential	587
chr11	626426	630014	YKR096W	+	YKR095W-A	sequential	587	YKR097W	sequential	767
chr11	630781	632431	YKR097W	+	YKR096W	sequential	767	YKR098C	converging	224
chr11	632655	634809	YKR098C	-	YKR097W	converging	224	YKR099W	diverging	671
chr11	635480	637916	YKR099W	+	YKR098C	diverging	671	YKR099C-A	converging	614
chr11	638530	638722	YKR099C-A	-	YKR099W	converging	614	YKR100C	sequential	149
chr11	638871	639597	YKR100C	-	YKR099C-A	sequential	149	YKR101W	diverging	499
chr11	640096	642133	YKR101W	+	YKR100C	diverging	499	YKR102W	sequential	3851
chr11	645984	649494	YKR102W	+	YKR101W	sequential	3851	YKR103W	sequential	3214
chr11	652708	656365	YKR103W	+	YKR102W	sequential	3214	YKR104W	sequential	99
chr11	656464	657385	YKR104W	+	YKR103W	sequential	99	YKR105C	converging	959
chr11	658344	660093	YKR105C	-	YKR104W	converging	959	YKR106W	diverging	977
chr11	661070	662918	YKR106W	+	YKR105C	diverging	977		last	-1
chr12	584	4301	YLL067C	-		first	584	YLL066W-B	diverging	1303
chr12	5604	5775	YLL066W-B	+	YLL067C	diverging	1303	YLL066C	converging	344
chr12	6119	9836	YLL066C	-	YLL066W-B	converging	344	YLL064C	sequential	3246
chr12	13082	13445	YLL064C	-	YLL066C	sequential	3246	YLL063C	sequential	1202
chr12	14647	16072	YLL063C	-	YLL064C	sequential	1202	YLL062C	sequential	566
chr12	16638	17613	YLL062C	-	YLL063C	sequential	566	YLL061W	diverging	342
chr12	17955	19707	YLL061W	+	YLL062C	diverging	342	YLL060C	converging	1430
chr12	21137	21839	YLL060C	-	YLL061W	converging	1430	YLL058W	diverging	1729
chr12	23568	25296	YLL058W	+	YLL060C	diverging	1729	YLL057C	converging	459
chr12	25755	26994	YLL057C	-	YLL058W	converging	459	YLL056C	sequential	414
chr12	27408	28305	YLL056C	-	YLL057C	sequential	414	YLL055W	diverging	1803
chr12	30108	31704	YLL055W	+	YLL056C	diverging	1803	YLL054C	converging	1189
chr12	32893	35203	YLL054C	-	YLL055W	converging	1189	YLL053C	sequential	298
chr12	35501	35960	YLL053C	-	YLL054C	sequential	298	YLL052C	overlapping	-50
chr12	35910	36360	YLL052C	-	YLL053C	overlapping	-50	YLL051C	sequential	971
chr12	37331	39470	YLL051C	-	YLL052C	sequential	971	YLL050C	sequential	332
chr12	39802	40413	YLL050C	-	YLL051C	sequential	332	YLL049W	diverging	251
chr12	40664	41204	YLL049W	+	YLL050C	diverging	251	YLL048C	converging	74
chr12	41278	46264	YLL048C	-	YLL049W	converging	74	YLL046C	sequential	448
chr12	46712	47462	YLL046C	-	YLL048C	sequential	448	YLL045C	sequential	395
chr12	47857	48628	YLL045C	-	YLL046C	sequential	395	YLL043W	diverging	1308
chr12	49936	51946	YLL043W	+	YLL045C	diverging	1308	YLL042C	converging	139
chr12	52085	52589	YLL042C	-	YLL043W	converging	139	YLL041C	sequential	540
chr12	53129	53930	YLL041C	-	YLL042C	sequential	540	YLL040C	sequential	279
chr12	54209	63644	YLL040C	-	YLL041C	sequential	279	YLL039C	sequential	416
chr12	64060	65206	YLL039C	-	YLL040C	sequential	416	YLL038C	sequential	567
chr12	65773	66517	YLL038C	-	YLL039C	sequential	567	YLL036C	sequential	226
chr12	66743	68255	YLL036C	-	YLL038C	sequential	226	YLL035W	diverging	323
chr12	68578	70477	YLL035W	+	YLL036C	diverging	323	YLL034C	converging	154
chr12	70631	73145	YLL034C	-	YLL035W	converging	154	YLL033W	diverging	262
chr12	73407	74100	YLL033W	+	YLL034C	diverging	262	YLL032C	converging	168
chr12	74268	76746	YLL032C	-	YLL033W	converging	168	YLL031C	sequential	404
chr12	77150	80204	YLL031C	-	YLL032C	sequential	404	YLL029W	diverging	1255
chr12	81459	83709	YLL029W	+	YLL031C	diverging	1255	YLL028W	sequential	1093
chr12	84802	86563	YLL028W	+	YLL029W	sequential	1093	YLL027W	sequential	838
chr12	87401	88154	YLL027W	+	YLL028W	sequential	838	YLL026W	sequential	467
chr12	88621	91348	YLL026W	+	YLL027W	sequential	467	YLL025W	sequential	3397
chr12	94745	95120	YLL025W	+	YLL026W	sequential	3397	YLL024C	converging	444
chr12	95564	97484	YLL024C	-	YLL025W	converging	444	YLL023C	sequential	511
chr12	97995	98835	YLL023C	-	YLL024C	sequential	511	YLL022C	sequential	207
chr12	99042	100200	YLL022C	-	YLL023C	sequential	207	YLL021W	diverging	745
chr12	100945	105346	YLL021W	+	YLL022C	diverging	745	YLL019C	converging	338
chr12	105684	107898	YLL019C	-	YLL021W	converging	338	YLL018C-A	sequential	776
chr12	108674	108971	YLL018C-A	-	YLL019C	sequential	776	YLL018C	sequential	929
chr12	109900	111574	YLL018C	-	YLL018C-A	sequential	929	YLL015W	diverging	4856
chr12	116430	121110	YLL015W	+	YLL018C	diverging	4856	YLL014W	sequential	210
chr12	121320	121647	YLL014W	+	YLL015W	sequential	210	YLL013C	converging	426
chr12	122073	124713	YLL013C	-	YLL014W	converging	426	YLL012W	diverging	819
chr12	125532	127254	YLL012W	+	YLL013C	diverging	819	YLL011W	sequential	267
chr12	127521	128991	YLL011W	+	YLL012W	sequential	267	YLL010C	converging	337
chr12	129328	130612	YLL010C	-	YLL011W	converging	337	YLL009C	sequential	591
chr12	131203	131413	YLL009C	-	YLL010C	sequential	591	YLL008W	diverging	314
chr12	131727	133986	YLL008W	+	YLL009C	diverging	314	YLL007C	converging	314
chr12	134300	136298	YLL007C	-	YLL008W	converging	314	YLL006W-A	diverging	45
chr12	136343	136520	YLL006W-A	+	YLL007C	diverging	45	YLL006W	sequential	64
chr12	136584	137865	YLL006W	+	YLL006W-A	sequential	64	YLL005C	converging	73
chr12	137938	140545	YLL005C	-	YLL006W	converging	73	YLL004W	diverging	526
chr12	141071	142922	YLL004W	+	YLL005C	diverging	526	YLL003W	sequential	277
chr12	143199	146040	YLL003W	+	YLL004W	sequential	277	YLL002W	sequential	249
chr12	146289	147600	YLL002W	+	YLL003W	sequential	249	YLL001W	sequential	288
chr12	147888	150162	YLL001W	+	YLL002W	sequential	288	YLR001C	converging	1225
chr12	151387	153976	YLR001C	-	YLL001W	converging	1225	YLR002C	sequential	365
chr12	154341	156333	YLR002C	-	YLR001C	sequential	365	YLR003C	sequential	520
chr12	156853	157729	YLR003C	-	YLR002C	sequential	520	YLR004C	sequential	203
chr12	157932	159504	YLR004C	-	YLR003C	sequential	203	YLR005W	diverging	543
chr12	160047	161433	YLR005W	+	YLR004C	diverging	543	YLR006C	converging	320
chr12	161753	163892	YLR006C	-	YLR005W	converging	320	YLR007W	diverging	498
chr12	164390	165401	YLR007W	+	YLR006C	diverging	498	YLR008C	converging	174
chr12	165575	166082	YLR008C	-	YLR007W	converging	174	YLR009W	diverging	453
chr12	166535	167135	YLR009W	+	YLR008C	diverging	453	YLR010C	converging	183
chr12	167318	167801	YLR010C	-	YLR009W	converging	183	YLR011W	diverging	1300
chr12	169101	169677	YLR011W	+	YLR010C	diverging	1300	YLR012C	converging	303
chr12	169980	170280	YLR012C	-	YLR011W	converging	303	YLR013W	diverging	1057
chr12	171337	171763	YLR013W	+	YLR012C	diverging	1057	YLR014C	converging	503
chr12	172266	174981	YLR014C	-	YLR013W	converging	503	YLR015W	diverging	244
chr12	175225	176743	YLR015W	+	YLR014C	diverging	244	YLR016C	converging	57
chr12	176800	177415	YLR016C	-	YLR015W	converging	57	YLR017W	diverging	191
chr12	177606	178620	YLR017W	+	YLR016C	diverging	191	YLR018C	converging	85
chr12	178705	179605	YLR018C	-	YLR017W	converging	85	YLR019W	diverging	681
chr12	180286	181480	YLR019W	+	YLR018C	diverging	681	YLR020C	converging	307
chr12	181787	183404	YLR020C	-	YLR019W	converging	307	YLR021W	diverging	217
chr12	183621	184161	YLR021W	+	YLR020C	diverging	217	YLR022C	converging	11
chr12	184172	184925	YLR022C	-	YLR021W	converging	11	YLR023C	sequential	571
chr12	185496	187128	YLR023C	-	YLR022C	sequential	571	YLR024C	sequential	535
chr12	187663	193282	YLR024C	-	YLR023C	sequential	535	YLR025W	diverging	1170
chr12	194452	195175	YLR025W	+	YLR024C	diverging	1170	YLR026C	converging	275
chr12	195450	196473	YLR026C	-	YLR025W	converging	275	YLR027C	sequential	356
chr12	196829	198086	YLR027C	-	YLR026C	sequential	356	YLR028C	sequential	1454
chr12	199540	201316	YLR028C	-	YLR027C	sequential	1454	YLR029C	sequential	660
chr12	201976	202591	YLR029C	-	YLR028C	sequential	660	YLR030W	diverging	699
chr12	203290	204082	YLR030W	+	YLR029C	diverging	699	YLR031W	sequential	143
chr12	204225	204786	YLR031W	+	YLR030W	sequential	143	YLR032W	sequential	205
chr12	204991	208501	YLR032W	+	YLR031W	sequential	205	YLR033W	sequential	260
chr12	208761	210270	YLR033W	+	YLR032W	sequential	260	YLR034C	converging	242
chr12	210512	211934	YLR034C	-	YLR033W	converging	242	YLR035C	sequential	435
chr12	212369	214457	YLR035C	-	YLR034C	sequential	435	YLR036C	sequential	7064
chr12	221521	222133	YLR036C	-	YLR035C	sequential	7064	YLR037C	sequential	552
chr12	222685	223060	YLR037C	-	YLR036C	sequential	552	YLR038C	sequential	1861
chr12	224921	225173	YLR038C	-	YLR037C	sequential	1861	YLR039C	sequential	253
chr12	225426	228597	YLR039C	-	YLR038C	sequential	253	YLR040C	sequential	311
chr12	228908	229583	YLR040C	-	YLR039C	sequential	311	YLR042C	sequential	383
chr12	229966	230452	YLR042C	-	YLR040C	sequential	383	YLR043C	sequential	1250
chr12	231702	232014	YLR043C	-	YLR042C	sequential	1250	YLR044C	sequential	376
chr12	232390	234082	YLR044C	-	YLR043C	sequential	376	YLR045C	sequential	955
chr12	235037	237704	YLR045C	-	YLR044C	sequential	955	YLR046C	sequential	297
chr12	238001	238814	YLR046C	-	YLR045C	sequential	297	YLR047C	sequential	533
chr12	239347	241408	YLR047C	-	YLR046C	sequential	533	YLR048W	diverging	824
chr12	242232	243350	YLR048W	+	YLR047C	diverging	824	YLR049C	converging	536
chr12	243886	245173	YLR049C	-	YLR048W	converging	536	YLR050C	sequential	414
chr12	245587	246073	YLR050C	-	YLR049C	sequential	414	YLR051C	sequential	251
chr12	246324	246978	YLR051C	-	YLR050C	sequential	251	YLR052W	diverging	223
chr12	247201	247954	YLR052W	+	YLR051C	diverging	223	YLR053C	converging	146
chr12	248100	248427	YLR053C	-	YLR052W	converging	146	YLR054C	sequential	290
chr12	248717	250979	YLR054C	-	YLR053C	sequential	290	YLR055C	sequential	293
chr12	251272	253081	YLR055C	-	YLR054C	sequential	293	YLR056W	diverging	780
chr12	253861	254959	YLR056W	+	YLR055C	diverging	780	YLR057W	sequential	347
chr12	255306	257856	YLR057W	+	YLR056W	sequential	347	YLR058C	converging	136
chr12	257992	259402	YLR058C	-	YLR057W	converging	136	YLR059C	sequential	336
chr12	259738	260548	YLR059C	-	YLR058C	sequential	336	YLR060W	diverging	431
chr12	260979	262767	YLR060W	+	YLR059C	diverging	431	YLR061W	sequential	427
chr12	263194	263949	YLR061W	+	YLR060W	sequential	427	YLR063W	sequential	208
chr12	264157	265255	YLR063W	+	YLR061W	sequential	208	YLR064W	sequential	201
chr12	265456	266278	YLR064W	+	YLR063W	sequential	201	YLR065C	converging	95
chr12	266373	266919	YLR065C	-	YLR064W	converging	95	YLR066W	diverging	250
chr12	267169	267724	YLR066W	+	YLR065C	diverging	250	YLR067C	converging	89
chr12	267813	270711	YLR067C	-	YLR066W	converging	89	YLR068W	diverging	297
chr12	271008	271464	YLR068W	+	YLR067C	diverging	297	YLR069C	converging	166
chr12	271630	273916	YLR069C	-	YLR068W	converging	166	YLR070C	sequential	225
chr12	274141	275212	YLR070C	-	YLR069C	sequential	225	YLR071C	sequential	166
chr12	275378	278627	YLR071C	-	YLR070C	sequential	166	YLR072W	diverging	235
chr12	278862	280944	YLR072W	+	YLR071C	diverging	235	YLR073C	converging	75
chr12	281019	281622	YLR073C	-	YLR072W	converging	75	YLR074C	sequential	334
chr12	281956	282457	YLR074C	-	YLR073C	sequential	334	YLR075W	diverging	470
chr12	282927	283593	YLR075W	+	YLR074C	diverging	470	YLR077W	sequential	279
chr12	283872	285624	YLR077W	+	YLR075W	sequential	279	YLR078C	converging	112
chr12	285736	286560	YLR078C	-	YLR077W	converging	112	YLR079W	diverging	260
chr12	286820	287675	YLR079W	+	YLR078C	diverging	260	YLR080W	sequential	241
chr12	287916	289251	YLR080W	+	YLR079W	sequential	241	YLR081W	sequential	961
chr12	290212	291937	YLR081W	+	YLR080W	sequential	961	YLR082C	converging	457
chr12	292394	293573	YLR082C	-	YLR081W	converging	457	YLR083C	sequential	518
chr12	294091	296095	YLR083C	-	YLR082C	sequential	518	YLR084C	sequential	494
chr12	296589	300252	YLR084C	-	YLR083C	sequential	494	YLR085C	sequential	421
chr12	300673	301990	YLR085C	-	YLR084C	sequential	421	YLR086W	diverging	253
chr12	302243	306500	YLR086W	+	YLR085C	diverging	253	YLR087C	converging	355
chr12	306855	315732	YLR087C	-	YLR086W	converging	355	YLR088W	diverging	375
chr12	316107	317952	YLR088W	+	YLR087C	diverging	375	YLR089C	converging	285
chr12	318237	320016	YLR089C	-	YLR088W	converging	285	YLR090W	diverging	685
chr12	320701	322081	YLR090W	+	YLR089C	diverging	685	YLR091W	sequential	216
chr12	322297	323179	YLR091W	+	YLR090W	sequential	216	YLR092W	sequential	365
chr12	323544	326226	YLR092W	+	YLR091W	sequential	365	YLR093C	converging	287
chr12	326513	327416	YLR093C	-	YLR092W	converging	287	YLR094C	sequential	314
chr12	327730	329239	YLR094C	-	YLR093C	sequential	314	YLR095C	sequential	438
chr12	329677	332116	YLR095C	-	YLR094C	sequential	438	YLR096W	diverging	474
chr12	332590	336034	YLR096W	+	YLR095C	diverging	474	YLR097C	converging	197
chr12	336231	337266	YLR097C	-	YLR096W	converging	197	YLR098C	sequential	261
chr12	337527	339474	YLR098C	-	YLR097C	sequential	261	YLR099C	sequential	270
chr12	339744	340929	YLR099C	-	YLR098C	sequential	270	YLR099W-A	diverging	396
chr12	341325	341589	YLR099W-A	+	YLR099C	diverging	396	YLR100W	sequential	221
chr12	341810	342854	YLR100W	+	YLR099W-A	sequential	221	YLR102C	converging	116
chr12	342970	343768	YLR102C	-	YLR100W	converging	116	YLR103C	sequential	221
chr12	343989	345942	YLR103C	-	YLR102C	sequential	221	YLR104W	diverging	643
chr12	346585	346981	YLR104W	+	YLR103C	diverging	643	YLR105C	converging	66
chr12	347047	348181	YLR105C	-	YLR104W	converging	66	YLR106C	sequential	825
chr12	349006	363739	YLR106C	-	YLR105C	sequential	825	YLR107W	diverging	377
chr12	364116	365331	YLR107W	+	YLR106C	diverging	377	YLR108C	converging	1336
chr12	366667	368125	YLR108C	-	YLR107W	converging	1336	YLR109W	diverging	656
chr12	368781	369312	YLR109W	+	YLR108C	diverging	656	YLR110C	converging	385
chr12	369697	370099	YLR110C	-	YLR109W	converging	385	YLR113W	diverging	1521
chr12	371620	372928	YLR113W	+	YLR110C	diverging	1521	YLR114C	converging	2016
chr12	374944	377239	YLR114C	-	YLR113W	converging	2016	YLR115W	diverging	746
chr12	377985	380565	YLR115W	+	YLR114C	diverging	746	YLR116W	sequential	257
chr12	380822	382253	YLR116W	+	YLR115W	sequential	257	YLR117C	converging	218
chr12	382471	384535	YLR117C	-	YLR116W	converging	218	YLR118C	sequential	190
chr12	384725	385409	YLR118C	-	YLR117C	sequential	190	YLR119W	diverging	125
chr12	385534	386176	YLR119W	+	YLR118C	diverging	125	YLR120C	converging	335
chr12	386511	388221	YLR120C	-	YLR119W	converging	335	YLR121C	sequential	523
chr12	388744	390271	YLR121C	-	YLR120C	sequential	523	YLR125W	diverging	3213
chr12	393484	393895	YLR125W	+	YLR121C	diverging	3213	YLR126C	converging	870
chr12	394765	395521	YLR126C	-	YLR125W	converging	870	YLR127C	sequential	237
chr12	395758	398320	YLR127C	-	YLR126C	sequential	237	YLR128W	diverging	210
chr12	398530	399434	YLR128W	+	YLR127C	diverging	210	YLR129W	sequential	223
chr12	399657	402489	YLR129W	+	YLR128W	sequential	223	YLR130C	converging	305
chr12	402794	404063	YLR130C	-	YLR129W	converging	305	YLR131C	sequential	447
chr12	404510	406823	YLR131C	-	YLR130C	sequential	447	YLR132C	sequential	460
chr12	407283	408156	YLR132C	-	YLR131C	sequential	460	YLR133W	diverging	289
chr12	408445	410194	YLR133W	+	YLR132C	diverging	289	YLR134W	sequential	529
chr12	410723	412415	YLR134W	+	YLR133W	sequential	529	YLR135W	sequential	866
chr12	413281	415528	YLR135W	+	YLR134W	sequential	866	YLR136C	converging	273
chr12	415801	416659	YLR136C	-	YLR135W	converging	273	YLR137W	diverging	347
chr12	417006	418110	YLR137W	+	YLR136C	diverging	347	YLR138W	sequential	327
chr12	418437	421395	YLR138W	+	YLR137W	sequential	327	YLR139C	converging	147
chr12	421542	423474	YLR139C	-	YLR138W	converging	147	YLR141W	diverging	209
chr12	423683	424775	YLR141W	+	YLR139C	diverging	209	YLR142W	sequential	411
chr12	425186	426617	YLR142W	+	YLR141W	sequential	411	YLR143W	sequential	712
chr12	427329	429387	YLR143W	+	YLR142W	sequential	712	YLR144C	converging	290
chr12	429677	432017	YLR144C	-	YLR143W	converging	290	YLR145W	diverging	151
chr12	432168	432774	YLR145W	+	YLR144C	diverging	151	YLR146C	converging	49
chr12	432823	433726	YLR146C	-	YLR145W	converging	49	YLR147C	sequential	432
chr12	434158	434464	YLR147C	-	YLR146C	sequential	432	YLR148W	diverging	177
chr12	434641	437398	YLR148W	+	YLR147C	diverging	177	YLR149C	converging	233
chr12	437631	439824	YLR149C	-	YLR148W	converging	233	YLR150W	diverging	643
chr12	440467	441289	YLR150W	+	YLR149C	diverging	643	YLR151C	converging	426
chr12	441715	442738	YLR151C	-	YLR150W	converging	426	YLR152C	sequential	220
chr12	442958	444689	YLR152C	-	YLR151C	sequential	220	YLR153C	sequential	835
chr12	445524	447576	YLR153C	-	YLR152C	sequential	835	YLR154C	sequential	406
chr12	447982	448315	YLR154C	-	YLR153C	sequential	406	YLR154W-C	diverging	4123
chr12	452438	452624	YLR154W-C	+	YLR154C	diverging	4123	YLR154W-B	sequential	1768
chr12	454392	454557	YLR154W-B	+	YLR154W-C	sequential	1768	YLR154W-A	sequential	139
chr12	454696	455071	YLR154W-A	+	YLR154W-B	sequential	139	YLR154W-E	sequential	362
chr12	455433	455637	YLR154W-E	+	YLR154W-A	sequential	362	YLR154W-F	sequential	246
chr12	455883	456024	YLR154W-F	+	YLR154W-E	sequential	246	YLR154C-G	converging	6498
chr12	462522	462672	YLR154C-G	-	YLR154W-F	converging	6498	YLR154C-H	sequential	6155
chr12	468827	468959	YLR154C-H	-	YLR154C-G	sequential	6155	YLR155C	sequential	358
chr12	469317	470406	YLR155C	-	YLR154C-H	sequential	358	YLR156W	diverging	1707
chr12	472113	472458	YLR156W	+	YLR155C	diverging	1707	YLR156C-A	converging	21
chr12	472479	472611	YLR156C-A	-	YLR156W	converging	21	YLR157C	sequential	358
chr12	472969	474058	YLR157C	-	YLR156C-A	sequential	358	YLR157W-A	diverging	1706
chr12	475764	475977	YLR157W-A	+	YLR157C	diverging	1706	YLR157W-C	sequential	5896
chr12	481873	482038	YLR157W-C	+	YLR157W-A	sequential	5896	YLR157C-C	converging	21
chr12	482059	482191	YLR157C-C	-	YLR157W-C	converging	21	YLR158C	sequential	358
chr12	482549	483638	YLR158C	-	YLR157C-C	sequential	358	YLR159W	diverging	1707
chr12	485345	485690	YLR159W	+	YLR158C	diverging	1707	YLR159C-A	converging	21
chr12	485711	485843	YLR159C-A	-	YLR159W	converging	21	YLR160C	sequential	358
chr12	486201	487290	YLR160C	-	YLR159C-A	sequential	358	YLR161W	diverging	1707
chr12	488997	489342	YLR161W	+	YLR160C	diverging	1707	YLR162W	sequential	231
chr12	489573	489930	YLR162W	+	YLR161W	sequential	231	YLR162W-A	sequential	476
chr12	490406	490595	YLR162W-A	+	YLR162W	sequential	476	YLR163C	converging	1272
chr12	491867	493256	YLR163C	-	YLR162W-A	converging	1272	YLR164W	diverging	628
chr12	493884	494391	YLR164W	+	YLR163C	diverging	628	YLR165C	converging	104
chr12	494495	495260	YLR165C	-	YLR164W	converging	104	YLR166C	sequential	170
chr12	495430	498046	YLR166C	-	YLR165C	sequential	170	YLR167W	diverging	902
chr12	498948	499407	YLR167W	+	YLR166C	diverging	902	YLR168C	converging	172
