space	start	end	width	names	peak	strand	feature	start_position	end_position	insideFeature	distancetoFeature	shortestDistance	fromOverlappingOrNearest
12	100801531	100802139	609	MACS_peak_2058 ENSMUSG00000033713	MACS_peak_2058	-	ENSMUSG00000033713	100433213	100688284	upstream	-113247	113247	NearestStart
12	101963328	101963866	539	MACS_peak_2065 ENSMUSG00000021180	MACS_peak_2065	-	ENSMUSG00000021180	101787988	101963238	upstream	-90	90	NearestStart
12	102190476	102190673	198	MACS_peak_2067 ENSMUSG00000047415	MACS_peak_2067	-	ENSMUSG00000047415	102114892	102146408	upstream	-44068	44068	NearestStart
12	102256189	102256643	455	MACS_peak_2068 ENSMUSG00000080575	MACS_peak_2068	-	ENSMUSG00000080575	102259883	102260003	downstream	3814	3240	NearestStart
12	102267406	102267751	346	MACS_peak_2069 ENSMUSG00000021182	MACS_peak_2069	-	ENSMUSG00000021182	102150910	102267193	upstream	-213	213	NearestStart
12	102321194	102321523	330	MACS_peak_2070 ENSMUSG00000041846	MACS_peak_2070	-	ENSMUSG00000041846	102277733	102321873	inside	679	350	NearestStart
12	103943529	103943814	286	MACS_peak_2072 ENSMUSG00000057963	MACS_peak_2072	-	ENSMUSG00000057963	103806793	103943079	upstream	-450	450	NearestStart
12	104116683	104116919	237	MACS_peak_2073 ENSMUSG00000041702	MACS_peak_2073	-	ENSMUSG00000041702	104022866	104116616	upstream	-67	67	NearestStart
12	105889283	105889503	221	MACS_peak_2077 ENSMUSG00000041415	MACS_peak_2077	-	ENSMUSG00000041415	105925952	105990162	downstream	100879	36449	NearestStart
12	106592508	106592875	368	MACS_peak_2079 ENSMUSG00000041359	MACS_peak_2079	-	ENSMUSG00000041359	106454960	106460926	upstream	-131582	131582	NearestStart
12	109173145	109173455	311	MACS_peak_2082 ENSMUSG00000048251	MACS_peak_2082	-	ENSMUSG00000048251	109148613	109241624	inside	68479	24532	NearestStart
12	109479121	109479364	244	MACS_peak_2083 ENSMUSG00000072840	MACS_peak_2083	-	ENSMUSG00000072840	109485156	109485617	downstream	6496	5792	NearestStart
12	109503994	109504463	470	MACS_peak_2084 ENSMUSG00000072840	MACS_peak_2084	-	ENSMUSG00000072840	109485156	109485617	upstream	-18377	18377	NearestStart
12	109514090	109514373	284	MACS_peak_2085 ENSMUSG00000072840	MACS_peak_2085	-	ENSMUSG00000072840	109485156	109485617	upstream	-28473	28473	NearestStart
12	110074003	110074515	513	MACS_peak_2090 ENSMUSG00000021265	MACS_peak_2090	-	ENSMUSG00000021265	110064089	110074072	overlapStart	69	69	NearestStart
12	110141251	110141467	217	MACS_peak_2091 ENSMUSG00000021266	MACS_peak_2091	-	ENSMUSG00000021266	110098244	110132347	upstream	-8904	8904	NearestStart
12	110323745	110324191	447	MACS_peak_2092 ENSMUSG00000040867	MACS_peak_2092	-	ENSMUSG00000040867	110270397	110306427	upstream	-17318	17318	NearestStart
12	112217220	112217611	392	MACS_peak_2093 ENSMUSG00000037904	MACS_peak_2093	-	ENSMUSG00000037904	112214639	112217182	upstream	-38	38	NearestStart
12	112230371	112230736	366	MACS_peak_2094 ENSMUSG00000037904	MACS_peak_2094	-	ENSMUSG00000037904	112214639	112217182	upstream	-13189	13189	NearestStart
12	112614979	112615333	355	MACS_peak_2097 ENSMUSG00000021279	MACS_peak_2097	-	ENSMUSG00000021279	112531190	112615570	inside	591	237	NearestStart
12	112910512	112910786	275	MACS_peak_2099 ENSMUSG00000001270	MACS_peak_2099	-	ENSMUSG00000001270	112907573	112910508	upstream	-4	4	NearestStart
12	112951220	112951517	298	MACS_peak_2104 ENSMUSG00000049792	MACS_peak_2104	-	ENSMUSG00000049792	112948069	112951468	overlapStart	248	49	NearestStart
12	113048012	113048291	280	MACS_peak_2107 ENSMUSG00000021287	MACS_peak_2107	-	ENSMUSG00000021287	113041404	113052052	inside	4040	3761	NearestStart
12	113090002	113090194	193	MACS_peak_2109 ENSMUSG00000021285	MACS_peak_2109	-	ENSMUSG00000021285	113066668	113110826	inside	20824	20632	NearestStart
12	113091266	113091484	219	MACS_peak_2110 ENSMUSG00000021285	MACS_peak_2110	-	ENSMUSG00000021285	113066668	113110826	inside	19560	19342	NearestStart
12	113204892	113205306	415	MACS_peak_2111 ENSMUSG00000021290	MACS_peak_2111	-	ENSMUSG00000021290	113199587	113205188	overlapStart	296	118	NearestStart
12	114067425	114067974	550	MACS_peak_2112 ENSMUSG00000047832	MACS_peak_2112	-	ENSMUSG00000047832	114058448	114067600	overlapStart	175	175	NearestStart
12	114188345	114188803	459	MACS_peak_2113 ENSMUSG00000002804	MACS_peak_2113	-	ENSMUSG00000002804	114172943	114180335	upstream	-8010	8010	NearestStart
12	114238429	114238924	496	MACS_peak_2114 ENSMUSG00000011158	MACS_peak_2114	-	ENSMUSG00000011158	114198073	114238832	overlapStart	403	92	NearestStart
12	118345482	118346038	557	MACS_peak_2122 ENSMUSG00000072792	MACS_peak_2122	-	ENSMUSG00000072792	118383003	118389688	downstream	44206	36965	NearestStart
12	118392367	118392645	279	MACS_peak_2123 ENSMUSG00000072792	MACS_peak_2123	-	ENSMUSG00000072792	118383003	118389688	upstream	-2679	2679	NearestStart
13	3537769	3538109	341	MACS_peak_2125 ENSMUSG00000021218	MACS_peak_2125	+	ENSMUSG00000021218	3537395	3565066	inside	374	374	NearestStart
13	5860621	5861015	395	MACS_peak_2126 ENSMUSG00000000078	MACS_peak_2126	+	ENSMUSG00000000078	5860735	5869639	overlapStart	-114	114	NearestStart
13	9276164	9276529	366	MACS_peak_2127 ENSMUSG00000048264	MACS_peak_2127	+	ENSMUSG00000048264	9276228	9668171	overlapStart	-64	64	NearestStart
13	13573313	13573567	255	MACS_peak_2129 ENSMUSG00000005397	MACS_peak_2129	+	ENSMUSG00000005397	13529958	13604521	inside	43355	30954	NearestStart
13	14046752	14047059	308	MACS_peak_2130 ENSMUSG00000039242	MACS_peak_2130	+	ENSMUSG00000039242	14047072	14091335	upstream	-320	13	NearestStart
13	15833642	15833861	220	MACS_peak_2132 ENSMUSG00000041324	MACS_peak_2132	+	ENSMUSG00000041324	16103684	16119021	upstream	-270042	269823	NearestStart
13	19040013	19040323	311	MACS_peak_2136 ENSMUSG00000021314	MACS_peak_2136	+	ENSMUSG00000021314	19040240	19242782	overlapStart	-227	83	NearestStart
13	20182619	20183020	402	MACS_peak_2139 ENSMUSG00000041112	MACS_peak_2139	+	ENSMUSG00000041112	20182488	20698397	inside	131	131	NearestStart
13	21314036	21314349	314	MACS_peak_2140 ENSMUSG00000021326	MACS_peak_2140	+	ENSMUSG00000021326	21272093	21284732	downstream	41943	29304	NearestStart
13	21418874	21419049	176	MACS_peak_2141 ENSMUSG00000004341	MACS_peak_2141	+	ENSMUSG00000004341	21404119	21411488	downstream	14755	7386	NearestStart
13	22037111	22037379	269	MACS_peak_2143 ENSMUSG00000006720	MACS_peak_2143	+	ENSMUSG00000006720	22036963	22052648	inside	148	148	NearestStart
13	22118364	22118680	317	MACS_peak_2144 ENSMUSG00000043145	MACS_peak_2144	+	ENSMUSG00000043145	22118568	22124065	overlapStart	-204	112	NearestStart
13	23622754	23623121	368	MACS_peak_2147 ENSMUSG00000060981	MACS_peak_2147	+	ENSMUSG00000060981	23622919	23623388	overlapStart	-165	165	NearestStart
13	23676860	23677236	377	MACS_peak_2148 ENSMUSG00000061482	MACS_peak_2148	+	ENSMUSG00000061482	23673437	23673859	downstream	3423	3001	NearestStart
13	23831390	23831761	372	MACS_peak_2149 ENSMUSG00000036181	MACS_peak_2149	+	ENSMUSG00000036181	23830676	23832235	inside	714	474	NearestStart
13	23855523	23855940	418	MACS_peak_2151 ENSMUSG00000049539	MACS_peak_2151	+	ENSMUSG00000049539	23855537	23856283	overlapStart	-14	14	NearestStart
13	24892969	24893389	421	MACS_peak_2153 ENSMUSG00000019132	MACS_peak_2153	+	ENSMUSG00000019132	24895152	24905753	upstream	-2183	1763	NearestStart
13	24923549	24923928	380	MACS_peak_2154 ENSMUSG00000035958	MACS_peak_2154	+	ENSMUSG00000035958	24923554	24934015	overlapStart	-5	5	NearestStart
13	25034443	25034642	200	MACS_peak_2155 ENSMUSG00000021340	MACS_peak_2155	+	ENSMUSG00000021340	25035021	25083805	upstream	-578	379	NearestStart
13	26246921	26247093	173	MACS_peak_2157 ENSMUSG00000084358	MACS_peak_2157	+	ENSMUSG00000084358	26286570	26287086	upstream	-39649	39477	NearestStart
13	30176974	30177212	239	MACS_peak_2159 ENSMUSG00000083676	MACS_peak_2159	+	ENSMUSG00000083676	30204343	30204465	upstream	-27369	27131	NearestStart
13	31898332	31898694	363	MACS_peak_2160 ENSMUSG00000050295	MACS_peak_2160	+	ENSMUSG00000050295	31898515	31902504	overlapStart	-183	179	NearestStart
13	31899044	31899521	478	MACS_peak_2161 ENSMUSG00000050295	MACS_peak_2161	+	ENSMUSG00000050295	31898515	31902504	inside	529	529	NearestStart
13	34093939	34094658	720	MACS_peak_2163 ENSMUSG00000021408	MACS_peak_2163	+	ENSMUSG00000021408	34094266	34125548	overlapStart	-327	327	NearestStart
13	34240858	34241184	327	MACS_peak_2166 ENSMUSG00000071451	MACS_peak_2166	+	ENSMUSG00000071451	34254859	34270035	upstream	-14001	13675	NearestStart
13	34341106	34341455	350	MACS_peak_2167 ENSMUSG00000071451	MACS_peak_2167	+	ENSMUSG00000071451	34254859	34270035	downstream	86247	71071	NearestStart
13	34906371	34906623	253	MACS_peak_2169 ENSMUSG00000021413	MACS_peak_2169	+	ENSMUSG00000021413	34967398	34994902	upstream	-61027	60775	NearestStart
13	35595241	35595751	511	MACS_peak_2171 ENSMUSG00000059288	MACS_peak_2171	+	ENSMUSG00000059288	35751749	35965493	upstream	-156508	155998	NearestStart
13	37548962	37549268	307	MACS_peak_2172 ENSMUSG00000021423	MACS_peak_2172	+	ENSMUSG00000021423	37437244	37510813	downstream	111718	38149	NearestStart
13	37575105	37575399	295	MACS_peak_2173 ENSMUSG00000021423	MACS_peak_2173	+	ENSMUSG00000021423	37437244	37510813	downstream	137861	64292	NearestStart
13	37918110	37918359	250	MACS_peak_2174 ENSMUSG00000039087	MACS_peak_2174	+	ENSMUSG00000039087	37917908	38043863	inside	202	202	NearestStart
13	37919152	37919525	374	MACS_peak_2175 ENSMUSG00000039087	MACS_peak_2175	+	ENSMUSG00000039087	37917908	38043863	inside	1244	1244	NearestStart
13	41700835	41701152	318	MACS_peak_2179 ENSMUSG00000054258	MACS_peak_2179	+	ENSMUSG00000054258	41744812	41752069	upstream	-43977	43660	NearestStart
13	42147321	42147608	288	MACS_peak_2180 ENSMUSG00000021366	MACS_peak_2180	+	ENSMUSG00000021366	42147390	42280395	overlapStart	-69	69	NearestStart
13	42148003	42148320	318	MACS_peak_2181 ENSMUSG00000021366	MACS_peak_2181	+	ENSMUSG00000021366	42147390	42280395	inside	613	613	NearestStart
13	43711199	43711609	411	MACS_peak_2186 ENSMUSG00000044164	MACS_peak_2186	+	ENSMUSG00000044164	43711350	43764272	overlapStart	-151	151	NearestStart
13	43780118	43780353	236	MACS_peak_2187 ENSMUSG00000044164	MACS_peak_2187	+	ENSMUSG00000044164	43711350	43764272	downstream	68768	15846	NearestStart
13	43959853	43960260	408	MACS_peak_2188 ENSMUSG00000015396	MACS_peak_2188	+	ENSMUSG00000015396	43880554	43898499	downstream	79299	61354	NearestStart
13	44825888	44826108	221	MACS_peak_2189 ENSMUSG00000038518	MACS_peak_2189	+	ENSMUSG00000038518	44826640	45017006	upstream	-752	532	NearestStart
13	44828798	44829118	321	MACS_peak_2190 ENSMUSG00000038518	MACS_peak_2190	+	ENSMUSG00000038518	44826640	45017006	inside	2158	2158	NearestStart
13	45003058	45003479	422	MACS_peak_2191 ENSMUSG00000074920	MACS_peak_2191	+	ENSMUSG00000074920	44982694	44983054	downstream	20364	20004	NearestStart
13	45008392	45008630	239	MACS_peak_2192 ENSMUSG00000074920	MACS_peak_2192	+	ENSMUSG00000074920	44982694	44983054	downstream	25698	25338	NearestStart
13	45484802	45485235	434	MACS_peak_2193 ENSMUSG00000038175	MACS_peak_2193	+	ENSMUSG00000038175	45485112	45507388	overlapStart	-310	123	NearestStart
13	46445130	46445296	167	MACS_peak_2195 ENSMUSG00000038132	MACS_peak_2195	+	ENSMUSG00000038132	46513669	46526459	upstream	-68539	68373	NearestStart
13	46445388	46445719	332	MACS_peak_2196 ENSMUSG00000038132	MACS_peak_2196	+	ENSMUSG00000038132	46513669	46526459	upstream	-68281	67950	NearestStart
13	46513453	46513782	330	MACS_peak_2197 ENSMUSG00000038132	MACS_peak_2197	+	ENSMUSG00000038132	46513669	46526459	overlapStart	-216	113	NearestStart
13	46715034	46715331	298	MACS_peak_2198 ENSMUSG00000069237	MACS_peak_2198	+	ENSMUSG00000069237	46764955	46771144	upstream	-49921	49624	NearestStart
13	46729241	46729482	242	MACS_peak_2199 ENSMUSG00000069237	MACS_peak_2199	+	ENSMUSG00000069237	46764955	46771144	upstream	-35714	35473	NearestStart
13	46764600	46764919	320	MACS_peak_2200 ENSMUSG00000069237	MACS_peak_2200	+	ENSMUSG00000069237	46764955	46771144	upstream	-355	36	NearestStart
13	48323089	48323420	332	MACS_peak_2204 ENSMUSG00000021379	MACS_peak_2204	+	ENSMUSG00000021379	48356796	48359405	upstream	-33707	33376	NearestStart
13	49274294	49274572	279	MACS_peak_2211 ENSMUSG00000037966	MACS_peak_2211	+	ENSMUSG00000037966	49282894	49291614	upstream	-8600	8322	NearestStart
13	51196212	51196687	476	MACS_peak_2213 ENSMUSG00000021395	MACS_peak_2213	+	ENSMUSG00000021395	51196249	51247915	overlapStart	-37	37	NearestStart
13	51711204	51711509	306	MACS_peak_2215 ENSMUSG00000062248	MACS_peak_2215	+	ENSMUSG00000062248	51740694	51746023	upstream	-29490	29185	NearestStart
13	51941109	51941518	410	MACS_peak_2217 ENSMUSG00000021453	MACS_peak_2217	+	ENSMUSG00000021453	51942047	51943841	upstream	-938	529	NearestStart
13	51941786	51942217	432	MACS_peak_2218 ENSMUSG00000021453	MACS_peak_2218	+	ENSMUSG00000021453	51942047	51943841	overlapStart	-261	170	NearestStart
13	51997882	51998204	323	MACS_peak_2219 ENSMUSG00000021453	MACS_peak_2219	+	ENSMUSG00000021453	51942047	51943841	downstream	55835	54041	NearestStart
13	52015998	52016563	566	MACS_peak_2220 ENSMUSG00000021453	MACS_peak_2220	+	ENSMUSG00000021453	51942047	51943841	downstream	73951	72157	NearestStart
13	54381315	54381692	378	MACS_peak_2221 ENSMUSG00000025867	MACS_peak_2221	+	ENSMUSG00000025867	54472713	54485278	upstream	-91398	91021	NearestStart
13	54398853	54399137	285	MACS_peak_2222 ENSMUSG00000025867	MACS_peak_2222	+	ENSMUSG00000025867	54472713	54485278	upstream	-73860	73576	NearestStart
13	54419694	54419881	188	MACS_peak_2223 ENSMUSG00000025867	MACS_peak_2223	+	ENSMUSG00000025867	54472713	54485278	upstream	-53019	52832	NearestStart
13	54427762	54428026	265	MACS_peak_2224 ENSMUSG00000025867	MACS_peak_2224	+	ENSMUSG00000025867	54472713	54485278	upstream	-44951	44687	NearestStart
13	54441233	54441586	354	MACS_peak_2225 ENSMUSG00000025867	MACS_peak_2225	+	ENSMUSG00000025867	54472713	54485278	upstream	-31480	31127	NearestStart
13	54890680	54890994	315	MACS_peak_2231 ENSMUSG00000025875	MACS_peak_2231	+	ENSMUSG00000025875	54890818	54898129	overlapStart	-138	138	NearestStart
13	55057568	55057823	256	MACS_peak_2232 ENSMUSG00000025876	MACS_peak_2232	+	ENSMUSG00000025876	55050793	55107377	inside	6775	6775	NearestStart
13	55206483	55206780	298	MACS_peak_2233 ENSMUSG00000021481	MACS_peak_2233	+	ENSMUSG00000021481	55206670	55236413	overlapStart	-187	110	NearestStart
13	55272863	55273354	492	MACS_peak_2234 ENSMUSG00000005320	MACS_peak_2234	+	ENSMUSG00000005320	55254001	55270094	downstream	18862	2769	NearestStart
13	55472451	55472734	284	MACS_peak_2236 ENSMUSG00000052087	MACS_peak_2236	+	ENSMUSG00000052087	55471132	55486047	inside	1319	1319	NearestStart
13	55472899	55473269	371	MACS_peak_2237 ENSMUSG00000052087	MACS_peak_2237	+	ENSMUSG00000052087	55471132	55486047	inside	1767	1767	NearestStart
13	55551906	55552264	359	MACS_peak_2239 ENSMUSG00000074886	MACS_peak_2239	+	ENSMUSG00000074886	55546707	55562286	inside	5199	5199	NearestStart
13	55566458	55566905	448	MACS_peak_2240 ENSMUSG00000034686	MACS_peak_2240	+	ENSMUSG00000034686	55565669	55574513	inside	789	789	NearestStart
13	55571763	55572100	338	MACS_peak_2241 ENSMUSG00000034686	MACS_peak_2241	+	ENSMUSG00000034686	55565669	55574513	inside	6094	2413	NearestStart
13	55701240	55701580	341	MACS_peak_2243 ENSMUSG00000021504	MACS_peak_2243	+	ENSMUSG00000021504	55701426	55711803	overlapStart	-186	154	NearestStart
13	55794194	55794542	349	MACS_peak_2244 ENSMUSG00000045767	MACS_peak_2244	+	ENSMUSG00000045767	55794469	55804860	overlapStart	-275	73	NearestStart
13	55828595	55828994	400	MACS_peak_2245 ENSMUSG00000021496	MACS_peak_2245	+	ENSMUSG00000021496	55828729	55878189	overlapStart	-134	134	NearestStart
13	56623689	56624010	322	MACS_peak_2248 ENSMUSG00000035509	MACS_peak_2248	+	ENSMUSG00000035509	56623833	56639259	overlapStart	-144	144	NearestStart
13	56683467	56683816	350	MACS_peak_2249 ENSMUSG00000074883	MACS_peak_2249	+	ENSMUSG00000074883	56702780	56703924	upstream	-19313	18964	NearestStart
13	56715115	56715363	249	MACS_peak_2250 ENSMUSG00000035493	MACS_peak_2250	+	ENSMUSG00000035493	56710947	56740711	inside	4168	4168	NearestStart
13	56772674	56772909	236	MACS_peak_2251 ENSMUSG00000021540	MACS_peak_2251	+	ENSMUSG00000021540	56804413	56843737	upstream	-31739	31504	NearestStart
13	56804229	56804506	278	MACS_peak_2252 ENSMUSG00000021540	MACS_peak_2252	+	ENSMUSG00000021540	56804413	56843737	overlapStart	-184	93	NearestStart
13	56804751	56805192	442	MACS_peak_2253 ENSMUSG00000021540	MACS_peak_2253	+	ENSMUSG00000021540	56804413	56843737	inside	338	338	NearestStart
13	58502936	58503250	315	MACS_peak_2257 ENSMUSG00000035367	MACS_peak_2257	+	ENSMUSG00000035367	58503632	58512505	upstream	-696	382	NearestStart
13	60438834	60439043	210	MACS_peak_2264 ENSMUSG00000074875	MACS_peak_2264	+	ENSMUSG00000074875	60432810	60433436	downstream	6024	5398	NearestStart
13	60449276	60449568	293	MACS_peak_2265 ENSMUSG00000074875	MACS_peak_2265	+	ENSMUSG00000074875	60432810	60433436	downstream	16466	15840	NearestStart
13	63437696	63437928	233	MACS_peak_2266 ENSMUSG00000065487	MACS_peak_2266	+	ENSMUSG00000065487	63402516	63402583	downstream	35180	35113	NearestStart
13	63916295	63916764	470	MACS_peak_2270 ENSMUSG00000021470	MACS_peak_2270	+	ENSMUSG00000021470	63916548	64001610	overlapStart	-253	216	NearestStart
13	64020304	64020584	281	MACS_peak_2271 ENSMUSG00000021470	MACS_peak_2271	+	ENSMUSG00000021470	63916548	64001610	downstream	103756	18694	NearestStart
13	65342361	65342786	426	MACS_peak_2272 ENSMUSG00000074847	MACS_peak_2272	+	ENSMUSG00000074847	65360847	65362134	upstream	-18486	18061	NearestStart
13	65380017	65380377	361	MACS_peak_2273 ENSMUSG00000021514	MACS_peak_2273	+	ENSMUSG00000021514	65380151	65405256	overlapStart	-134	134	NearestStart
13	67295545	67295817	273	MACS_peak_2275 ENSMUSG00000051037	MACS_peak_2275	+	ENSMUSG00000051037	67295442	67310234	inside	103	103	NearestStart
13	71022875	71023117	243	MACS_peak_2281 ENSMUSG00000021600	MACS_peak_2281	+	ENSMUSG00000021600	71021826	71023381	inside	1049	264	NearestStart
13	71387600	71387856	257	MACS_peak_2282 ENSMUSG00000080580	MACS_peak_2282	+	ENSMUSG00000080580	71245967	71246087	downstream	141633	141513	NearestStart
13	71596093	71596279	187	MACS_peak_2283 ENSMUSG00000080580	MACS_peak_2283	+	ENSMUSG00000080580	71245967	71246087	downstream	350126	350006	NearestStart
13	71645395	71645591	197	MACS_peak_2284 ENSMUSG00000080580	MACS_peak_2284	+	ENSMUSG00000080580	71245967	71246087	downstream	399428	399308	NearestStart
13	72765875	72766207	333	MACS_peak_2286 ENSMUSG00000001504	MACS_peak_2286	+	ENSMUSG00000001504	72766268	72771644	upstream	-393	61	NearestStart
13	73584030	73584319	290	MACS_peak_2287 ENSMUSG00000021608	MACS_peak_2287	+	ENSMUSG00000021608	73604669	73653861	upstream	-20639	20350	NearestStart
13	73584452	73584709	258	MACS_peak_2288 ENSMUSG00000021608	MACS_peak_2288	+	ENSMUSG00000021608	73604669	73653861	upstream	-20217	19960	NearestStart
13	75935278	75935601	324	MACS_peak_2289 ENSMUSG00000077449	MACS_peak_2289	+	ENSMUSG00000077449	75905516	75905645	downstream	29762	29633	NearestStart
13	75977711	75977889	179	MACS_peak_2290 ENSMUSG00000021591	MACS_peak_2290	+	ENSMUSG00000021591	75977355	75987591	inside	356	356	NearestStart
13	78567023	78567208	186	MACS_peak_2295 ENSMUSG00000080389	MACS_peak_2295	+	ENSMUSG00000080389	78500358	78500450	downstream	66665	66573	NearestStart
13	81022291	81022776	486	MACS_peak_2296 ENSMUSG00000074794	MACS_peak_2296	+	ENSMUSG00000074794	81022671	81035290	overlapStart	-380	105	NearestStart
13	81024805	81025114	310	MACS_peak_2297 ENSMUSG00000074794	MACS_peak_2297	+	ENSMUSG00000074794	81022671	81035290	inside	2134	2134	NearestStart
13	81025129	81025705	577	MACS_peak_2298 ENSMUSG00000074794	MACS_peak_2298	+	ENSMUSG00000074794	81022671	81035290	inside	2458	2458	NearestStart
13	83662664	83662966	303	MACS_peak_2300 ENSMUSG00000005583	MACS_peak_2300	+	ENSMUSG00000005583	83643194	83802927	inside	19470	19470	NearestStart
13	83860568	83860976	409	MACS_peak_2301 ENSMUSG00000065424	MACS_peak_2301	+	ENSMUSG00000065424	83878411	83878497	upstream	-17843	17435	NearestStart
13	83869321	83869602	282	MACS_peak_2302 ENSMUSG00000065424	MACS_peak_2302	+	ENSMUSG00000065424	83878411	83878497	upstream	-9090	8809	NearestStart
13	83870246	83870848	603	MACS_peak_2303 ENSMUSG00000065424	MACS_peak_2303	+	ENSMUSG00000065424	83878411	83878497	upstream	-8165	7563	NearestStart
13	83870983	83871241	259	MACS_peak_2304 ENSMUSG00000065424	MACS_peak_2304	+	ENSMUSG00000065424	83878411	83878497	upstream	-7428	7170	NearestStart
13	83884766	83885087	322	MACS_peak_2305 ENSMUSG00000050334	MACS_peak_2305	+	ENSMUSG00000050334	83878486	83880912	downstream	6280	3854	NearestStart
13	84487741	84488066	326	MACS_peak_2306 ENSMUSG00000035762	MACS_peak_2306	+	ENSMUSG00000035762	84361931	84435569	downstream	125810	52172	NearestStart
13	88963568	88963762	195	MACS_peak_2308 ENSMUSG00000034488	MACS_peak_2308	+	ENSMUSG00000034488	88961077	89462830	inside	2491	2491	NearestStart
13	91062652	91062926	275	MACS_peak_2310 ENSMUSG00000049517	MACS_peak_2310	+	ENSMUSG00000049517	91062770	91064329	overlapStart	-118	118	NearestStart
13	91510507	91510909	403	MACS_peak_2312 ENSMUSG00000003992	MACS_peak_2312	+	ENSMUSG00000003992	91600767	91843019	upstream	-90260	89858	NearestStart
13	91600135	91600675	541	MACS_peak_2313 ENSMUSG00000003992	MACS_peak_2313	+	ENSMUSG00000003992	91600767	91843019	upstream	-632	92	NearestStart
13	98010797	98011245	449	MACS_peak_2327 ENSMUSG00000041773	MACS_peak_2327	+	ENSMUSG00000041773	98011060	98022988	overlapStart	-263	185	NearestStart
13	98026008	98026189	182	MACS_peak_2328 ENSMUSG00000041773	MACS_peak_2328	+	ENSMUSG00000041773	98011060	98022988	downstream	14948	3020	NearestStart
13	99128445	99128756	312	MACS_peak_2333 ENSMUSG00000078302	MACS_peak_2333	+	ENSMUSG00000078302	99124210	99126647	downstream	4235	1798	NearestStart
13	99660259	99660525	267	MACS_peak_2336 ENSMUSG00000062461	MACS_peak_2336	+	ENSMUSG00000062461	99674154	99674664	upstream	-13895	13629	NearestStart
13	99870678	99871071	394	MACS_peak_2338 ENSMUSG00000074744	MACS_peak_2338	+	ENSMUSG00000074744	99870661	99877535	inside	17	17	NearestStart
13	103343486	103343809	324	MACS_peak_2344 ENSMUSG00000021624	MACS_peak_2344	+	ENSMUSG00000021624	103483638	103496711	upstream	-140152	139829	NearestStart
13	103488766	103489212	447	MACS_peak_2345 ENSMUSG00000021624	MACS_peak_2345	+	ENSMUSG00000021624	103483638	103496711	inside	5128	5128	NearestStart
13	103601264	103601573	310	MACS_peak_2346 ENSMUSG00000021624	MACS_peak_2346	+	ENSMUSG00000021624	103483638	103496711	downstream	117626	104553	NearestStart
13	105289798	105290114	317	MACS_peak_2350 ENSMUSG00000046169	MACS_peak_2350	+	ENSMUSG00000046169	105077915	105286766	downstream	211883	3032	NearestStart
13	105308400	105308738	339	MACS_peak_2351 ENSMUSG00000046169	MACS_peak_2351	+	ENSMUSG00000046169	105077915	105286766	downstream	230485	21634	NearestStart
13	105607113	105607392	280	MACS_peak_2352 ENSMUSG00000021716	MACS_peak_2352	+	ENSMUSG00000021716	105607286	105627628	overlapStart	-173	106	NearestStart
13	108834352	108834727	376	MACS_peak_2360 ENSMUSG00000071180	MACS_peak_2360	+	ENSMUSG00000071180	108834640	108839361	overlapStart	-288	87	NearestStart
13	109106247	109106694	448	MACS_peak_2361 ENSMUSG00000021697	MACS_peak_2361	+	ENSMUSG00000021697	109106531	109179751	overlapStart	-284	163	NearestStart
13	110231121	110231403	283	MACS_peak_2362 ENSMUSG00000076946	MACS_peak_2362	+	ENSMUSG00000076946	110114938	110115018	downstream	116183	116103	NearestStart
13	110334962	110335136	175	MACS_peak_2363 ENSMUSG00000074662	MACS_peak_2363	+	ENSMUSG00000074662	110478437	110478830	upstream	-143475	143301	NearestStart
13	110612570	110612819	250	MACS_peak_2364 ENSMUSG00000084651	MACS_peak_2364	+	ENSMUSG00000084651	110694017	110694096	upstream	-81447	81198	NearestStart
13	110853303	110853562	260	MACS_peak_2365 ENSMUSG00000074661	MACS_peak_2365	+	ENSMUSG00000074661	110744317	110746171	downstream	108986	107132	NearestStart
13	111184936	111185350	415	MACS_peak_2366 ENSMUSG00000021701	MACS_peak_2366	+	ENSMUSG00000021701	111185256	111191047	overlapStart	-320	94	NearestStart
13	112082052	112082450	399	MACS_peak_2367 ENSMUSG00000055194	MACS_peak_2367	+	ENSMUSG00000055194	112045221	112047957	downstream	36831	34095	NearestStart
13	112474316	112474488	173	MACS_peak_2370 ENSMUSG00000032727	MACS_peak_2370	+	ENSMUSG00000032727	112476386	112508802	upstream	-2070	1898	NearestStart
13	112890891	112891306	416	MACS_peak_2375 ENSMUSG00000049985	MACS_peak_2375	+	ENSMUSG00000049985	113079028	113174210	upstream	-188137	187722	NearestStart
13	112909966	112910287	322	MACS_peak_2376 ENSMUSG00000049985	MACS_peak_2376	+	ENSMUSG00000049985	113079028	113174210	upstream	-169062	168741	NearestStart
13	112950017	112950293	277	MACS_peak_2377 ENSMUSG00000049985	MACS_peak_2377	+	ENSMUSG00000049985	113079028	113174210	upstream	-129011	128735	NearestStart
13	113156099	113156240	142	MACS_peak_2378 ENSMUSG00000049985	MACS_peak_2378	+	ENSMUSG00000049985	113079028	113174210	inside	77071	17970	NearestStart
13	113450787	113451104	318	MACS_peak_2379 ENSMUSG00000047789	MACS_peak_2379	+	ENSMUSG00000047789	113450984	113523106	overlapStart	-197	120	NearestStart
